Nombre de Cuenta,Tipo de Cuenta,Nombre de Modulo Activo,Producto,Cantidad de PC,Cantidad de teléfonos Mobile,Cantidad de Usuarios,Calificación,Fecha de  Venta,Fecha de Alta,Fecha de baja Paljet,Fecha de Inicio PalJetERP,Estado
FERRELAS,Cliente,FERRELAS - Contabilidad,Módulo Contabilidad,38,,,Activo,01/01/2009,01/01/2009,,01/01/2009,
FERRELAS,Cliente,FERRELAS - Empresa adicional,PalJet ERP Empresa adicional,38,,,Activo,01/01/2009,01/01/2009,,01/01/2009,
FERRELAS,Cliente,FERRELAS - Logística,Módulo Logística,38,,,Activo,01/01/2009,01/01/2009,,01/01/2009,
FERRELAS,Cliente,FERRELAS - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,38,,,Activo,01/01/2009,01/01/2009,,01/01/2009,Inactivo
FERRELAS,Cliente,FERRELAS - Sincronismo de DB,Sincronismo de Base de datos (actualización de artículos y precios),38,,,Activo,01/01/2009,01/01/2009,,01/01/2009,
FERRELAS,Cliente,FERRELAS - BBJet Gestión de Inventarios,BBJet Gestion de inventario,38,,,Activo,01/01/2009,01/01/2009,,01/01/2009,
FERRELAS,Cliente,FERRELAS - Facturación Electrónica (CAE),Módulo Facturación electrónica (CAE),38,,,Activo,01/01/2009,01/01/2009,,01/01/2009,
FERRELAS,Cliente,FERRELAS - BBJet Recursos,BBJet Recursos,38,,,Activo,01/01/2009,01/01/2009,,01/01/2009,Activo
FEMAT ACE,Cliente,FEMAT ACE - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),0,,,Activo,01/01/2007,01/01/2007,,01/01/2007,
FEMAT ACE,Cliente,FEMAT ACE - Contabilidad,Módulo Contabilidad,0,,,Activo,01/01/2007,01/01/2007,,01/01/2007,
FEMAT ACE,Cliente,FEMAT ACE - Web,PalJet Network Web,0,,,Activo,01/01/2007,01/01/2007,,01/01/2007,
DISTRIBUIDORA SUR,Cliente,DISTRIBUIDORA SUR - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),29,,,Activo,15/05/2010,15/05/2010,,01/05/2011,
DISTRIBUIDORA SUR,Cliente,DISTRIBUIDORA SUR - Contabilidad,Módulo Contabilidad,29,,,Activo,15/05/2010,15/05/2010,,01/05/2011,
DISTRIBUIDORA SUR,Cliente,DISTRIBUIDORA SUR - BBJet BtoB,BBJet BtoB,29,,,Activo,15/05/2010,15/05/2010,,01/05/2011,Activo
DISTRIBUIDORA SUR,Cliente,DISTRIBUIDORA SUR - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),29,,,Activo,15/05/2010,15/05/2010,,01/05/2011,Activo
DISTRIBUIDORA SUR,Cliente,DISTRIBUIDORA SUR - Web Service,Web Service PalJet ERP (para integraciones),29,,,Activo,15/05/2010,15/05/2010,,01/05/2011,Activo
DEL LAGO,Cliente,DEL LAGO - Facturación electrónica,Módulo Facturación electrónica (CAE),5,,,Activo,02/05/2008,02/05/2008,,01/06/2008,
DE DIEGO,Cliente,DE DIEGO - Proyectos y fact. ciclica,Módulo Facturación Cíclica,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - BBJet Pretium,BBJet Pretium,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - Contabilidad,Módulo Contabilidad,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - Empresa adicional,PalJet ERP Empresa adicional,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - Business Intelligence,Business Intelligence,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - BBJet BtoB,BBJet BtoB,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - Web Service,Web Service,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - Logística,Módulo Logística,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - Orden de servicio,Módulo Orden de servicio,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,
DE DIEGO,Cliente,DE DIEGO - Factura de crédito Electrónica,Módulo Factura de crédito electrónica,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,Activo
DE DIEGO,Cliente,DE DIEGO - Empresa adicional (Import Trade SA),PalJet ERP Empresa adicional,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,Activo
DE DIEGO,Cliente,DE DIEGO - BBJet Gestion de inventario,BBJet Gestion de inventario,70,10,,Activo,30/11/2006,30/11/2006,,01/03/2007,Activo
CORSAN,Cliente,CORSAN - Contabilidad,Módulo Contabilidad,15,,,Activo,01/09/2007,01/09/2007,,01/09/2007,
CORSAN,Cliente,CORSAN - Logística,Módulo Logística,15,,,Activo,01/09/2007,01/09/2007,,01/09/2007,
CORSAN,Cliente,CORSAN - Facturación electrónica,Módulo Facturación electrónica (CAE),15,,,Activo,01/09/2007,01/09/2007,,01/09/2007,Activo
CMS,Cliente,CMS - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,
CMS,Cliente,CMS - BBJet Pretium,BBJet Pretium,50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,
CMS,Cliente,CMS - Contabilidad,Módulo Contabilidad,50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,
CMS,Cliente,CMS - Web,PalJet Network Web,50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,
CMS,Cliente,CMS - Web Service,Web Service,50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,
CMS,Cliente,CMS - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,
CMS,Cliente,CMS - BBJet ML,BBJet ML (v. 1.0),50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,
CMS,Cliente,CMS - BBJet Recursos,BBJet Recursos,50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,
CMS,Cliente,CMS - Gestión de Inventario,BBJet Gestion de inventario,50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,Activo
CMS,Cliente,CMS - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,Activo
CMS,Cliente,CMS - BBJet BtoB,BBJet BtoB,50,,,Activo,01/09/2003,01/09/2003,,01/09/2003,Activo
Bulonera del Sur,Cliente,BUSCALIA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,
Bulonera del Sur,Cliente,BUSCALIA - Contabilidad,Módulo Contabilidad,29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,
Bulonera del Sur,Cliente,BUSCALIA - Alquileres,Módulo Alquileres / Rental,29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,
Bulonera del Sur,Cliente,BUSCALIA - BBJet BtoB,BBJet B2B (hasta 150 usuarios),29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,
Bulonera del Sur,Cliente,BUSCALIA - Web,PalJet Network Web,29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,
Bulonera del Sur,Cliente,BUSCALIA - Web Service,Web Service,29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,
Bulonera del Sur,Cliente,BUSCALIA - Orden de servicio,Módulo Orden de servicio,29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,
Bulonera del Sur,Cliente,BUSCALIA - Factura de Crédito Electrónica,Módulo Factura de crédito electrónica,29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,
Bulonera del Sur,Cliente,Bulonera del Sur - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),29,,,Activo,01/10/2007,01/10/2007,,01/10/2007,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,
BULONERA PATAGÓNICA,Cliente,BULOPAT - BBJet Pretium,BBJet Pretium,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - Contabilidad,Módulo Contabilidad,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,
BULONERA PATAGÓNICA,Cliente,BULOPAT - Alquileres,Módulo Alquileres / Rental,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,
BULONERA PATAGÓNICA,Cliente,BULOPAT - BBJet BtoB,BBJet B2B (hasta 150 usuarios),6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - Web Service,Web Service,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - Logística,Módulo Logística,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,
BULONERA PATAGÓNICA,Cliente,BULOPAT - Orden de servicio,Módulo Orden de servicio,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,
BULONERA PATAGÓNICA,Cliente,BULOPAT - Paljet ERP,PalJet ERP estándar - Licencia servidor (backend),6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - BBJet Gestión de Inventarios,BBJet Gestion de inventario,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - BBJet ML,BBJet ML (v. 2.0),6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - BBJet Recursos,BBJet Recursos,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - BBJet Notificador,BBJet Notificador,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - Power BI,Business Intelligence,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BULONERA PATAGÓNICA,Cliente,BULOPAT - BBJet Expedición,BBJet Expedición,6,,,Activo,23/11/2008,23/11/2008,,02/07/2025,Activo
BETCAR,Cliente,BETCAR - Facturación electrónica,Módulo Facturación electrónica (CAE),7,,,Activo,09/03/2010,09/03/2010,,09/03/2010,Activo
BETCAR,Cliente,BETCAR - Contabilidad,Módulo Contabilidad,7,,,Activo,09/03/2010,09/03/2010,,09/03/2010,Activo
BIOMED,Cliente,BIOMED - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),7,,,Activo,28/02/2005,28/02/2005,,28/02/2005,
BERNARDI,Cliente,BERNARDI - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),30,,,Activo,02/05/2008,02/05/2008,,09/12/2008,
BERNARDI,Cliente,BERNARDI - Factura de crédito,Módulo Factura de crédito electrónica,30,,,Activo,02/05/2008,02/05/2008,,09/12/2008,
BERNARDI,Cliente,BERNARDI - Web Service,Web Service,30,,,Activo,02/05/2008,02/05/2008,,09/12/2008,
BERNARDI,Cliente,BERNARDI - Logística,Módulo Logística,30,,,Activo,02/05/2008,02/05/2008,,09/12/2008,
BDL,Cliente,BDL - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),56,,,Activo,30/06/2006,30/06/2006,,30/06/2006,
BDL,Cliente,BDL - Contabilidad,Módulo Contabilidad,56,,,Activo,30/06/2006,30/06/2006,,30/06/2006,
BDL,Cliente,BDL - Web Service,Web Service,56,,,Activo,30/06/2006,30/06/2006,,30/06/2006,
BDL,Cliente,BDL - Orden de servicio,Módulo Orden de servicio,56,,,Activo,30/06/2006,30/06/2006,,30/06/2006,
BDL,Cliente,BDL - BBJet BtoB,BBJet BtoB,56,,,Activo,30/06/2006,30/06/2006,,30/06/2006,Activo
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - BBJet Pretium,BBJet Pretium,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - Contabilidad,Módulo Contabilidad,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - Empresa adicional,PalJet ERP Empresa adicional,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - Business Intelligence,Business Intelligence,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - Alquileres,Módulo Alquileres / Rental,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - BBJet BtoB,BBJet BtoB,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - Web Service,Web Service,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - Orden de servicio,Módulo Orden de servicio,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ARCO MAQUINARIAS,Cliente,ARCO MAQUINARIAS - Factura de crédito electrónica,Módulo Factura de crédito electrónica,41,,,Inactivo,01/10/2009,01/10/2009,31/12/2022,01/10/2009,
ANDRETICH,Cliente,ANDRETICH - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - Contabilidad,Módulo Contabilidad,86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - Empresa Adicional,PalJet ERP Empresa adicional,86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - Business Intelligence,Business Intelligence,86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - BBJet BtoB,BBJet BtoB,86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - Web Service,Web Service,86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - BBJet ML,Abono mensual - BBJet ML (v. 1.0),86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - BBJet Recursos,BBJet Recursos,86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - BBJet Pretium,BBJet Pretium,86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,
ANDRETICH,Cliente,ANDRETICH - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,Activo
ANDRETICH,Cliente,ANDRETICH - BBJet Gestion de Inventario (en verificación),BBJet Gestion de inventario,86,,,Activo,04/09/2006,04/09/2006,,01/08/2006,Activo
ALMADA,Cliente,ALMADA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),25,,,Activo,21/01/2007,21/01/2007,,21/01/2007,
ALMADA,Cliente,ALMADA - Contabilidad,Módulo Contabilidad,25,,,Activo,21/01/2007,21/01/2007,,21/01/2007,
ALMADA,Cliente,ALMADA - Web Service,Web Service,25,,,Activo,21/01/2007,21/01/2007,,21/01/2007,Activo
ALMADA,Cliente,ALMADA - Logística,Módulo Logística,25,,,Activo,21/01/2007,21/01/2007,,21/01/2007,
ALMADA,Cliente,ALMADA - Factura de crédito Electrónica,Módulo Factura de crédito electrónica,25,,,Activo,21/01/2007,21/01/2007,,21/01/2007,Activo
ALMADA,Cliente,ALMADA - Gestión de Inventario,BBJet Gestion de inventario,25,,,Activo,21/01/2007,21/01/2007,,21/01/2007,Activo
ALMADA,Cliente,ALMADA - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),25,,,Activo,21/01/2007,21/01/2007,,21/01/2007,Activo
ALMADA,Cliente,ALMADA - BBJet Recursos,BBJet Recursos,25,,,Activo,21/01/2007,21/01/2007,,21/01/2007,Activo
AGUA NUESTRA,Cliente,AGUA NUESTRA - Proyectos y fact. ciclica,Módulo Facturación Cíclica,20,20,,Activo,18/11/2008,18/11/2008,,01/08/2008,
AGUA NUESTRA,Cliente,AGUA NUESTRA - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),20,20,,Activo,18/11/2008,18/11/2008,,01/08/2008,
AGUA NUESTRA,Cliente,AGUA NUESTRA - Contabilidad,Módulo Contabilidad,20,20,,Activo,18/11/2008,18/11/2008,,01/08/2008,
AGUA NUESTRA,Cliente,AGUA NUESTRA - Web Service,Web Service,20,20,,Activo,18/11/2008,18/11/2008,,01/08/2008,
AGUA NUESTRA,Cliente,AGUA NUESTRA - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,20,20,,Activo,18/11/2008,18/11/2008,,01/08/2008,
AGUA NUESTRA,Cliente,AGUA NUESTRA - BBJet Notificador,BBJet Notificador,20,20,,Activo,18/11/2008,18/11/2008,,01/08/2008,
AGUA NUESTRA,Cliente,AGUA NUESTRA - Logística,Módulo Logística,20,20,,Activo,18/11/2008,18/11/2008,,01/08/2008,Activo
AGUA NUESTRA,Cliente,AGUA NUESTRA - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),20,20,,Activo,18/11/2008,18/11/2008,,01/08/2008,Activo
AGRUCOR ACE,Cliente,AGRUCOR ACE - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),0,,,Activo,29/03/2006,29/03/2006,,29/03/2006,
AGRUCOR ACE,Cliente,AGRUCOR ACE - Contabilidad,Módulo Contabilidad,0,,,Activo,29/03/2006,29/03/2006,,29/03/2006,
AGRUCOR ACE,Cliente,AGRUCOR ACE - Web,PalJet Network Web,0,,,Activo,29/03/2006,29/03/2006,,29/03/2006,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Proyectos y fact. ciclica,Módulo Facturación Cíclica,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Contabilidad,Módulo Contabilidad,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Multiempresa,PalJet ERP Empresa adicional,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - BI,Business Intelligence,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Alquileres,Módulo Alquileres / Rental,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - BBJet BtoB,BBJet B2B (usuarios ilimitados) INACTIVO,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Web,PalJet Network Web,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Factura de crédito,Módulo Factura de crédito electrónica,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Web Service,Web Service,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Logística,Módulo Logística,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Créditos,Módulo PalJet Créditos,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Empresa adicional (Tanotech),PalJet ERP Empresa adicional,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,Activo
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Empresa adicional (VIAP),PalJet ERP Empresa adicional,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,Activo
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Empresa adicional (Modular Solutions S.R.L),PalJet ERP Empresa adicional,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,Activo
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - Empresa adicional (AGI Construcciones S.R.L),PalJet ERP Empresa adicional,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
AB CONSTRUCCIONES,Cliente,AB CONSTRUCCIONES - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,89,2,,Activo,06/02/2007,06/02/2007,,28/02/2013,
UNIPARTES ACE,Cliente,UNIPARTES ACE - Facturacion electronica (CAE),Módulo Facturación electrónica (CAE),0,,,Activo,13/08/2009,13/08/2009,,01/11/2009,
UNIPARTES ACE,Cliente,UNIPARTES ACE - Contabilidad,Módulo Contabilidad,0,,,Activo,13/08/2009,13/08/2009,,01/11/2009,
RIGELEC,Cliente,RIGELEC - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,
RIGELEC,Cliente,RIGELEC - Contabilidad,Módulo Contabilidad,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,
RIGELEC,Cliente,RIGELEC - BBJet BtoB,BBJet BtoB,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,RIGELEC - Web Service,Web Service,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,RIGELEC - Créditos,Módulo PalJet Créditos,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,
RIGELEC,Cliente,RIGELEC - Logística,Módulo Logística,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,
RIGELEC,Cliente,RIGELEC - Tienda BtoC,Tienda BtoC,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Inactivo
RIGELEC,Cliente,RIGELEC - Business Intelligence,Business Intelligence,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,RIGELEC - BBJet ML 2.0,BBJet ML (v. 2.0),28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,RIGELEC - BBJet Recursos,BBJet Recursos,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,RIGELEC - Notificaciones,BBJet Notificador,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,RIGELEC - Módulo Factura de Crédito Electrónica,Módulo Factura de crédito electrónica,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,RIGELEC - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,Acuerdo de precios,Módulo Acopio por acuerdo de precios,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
RIGELEC,Cliente,RIGELEC- BtoB,BBJet BtoB,28,,,Activo,10/07/2010,10/07/2010,,01/09/2010,Activo
HIERRONORT,Cliente,HIERRONORT - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),70,,,Activo,31/12/2010,31/12/2010,,31/12/2010,
HIERRONORT,Cliente,HIERRONORT - Contabilidad,Módulo Contabilidad,70,,,Activo,31/12/2010,31/12/2010,,31/12/2010,
HIERRONORT,Cliente,HIERRONORT - Web Service,Web Service,70,,,Activo,31/12/2010,31/12/2010,,31/12/2010,
HIERRONORT,Cliente,HIERRONORT - Logística,Módulo Logística,70,,,Activo,31/12/2010,31/12/2010,,31/12/2010,
HIERRONORT,Cliente,HIERRONORT - Tienda BtoC,Tienda BtoC,70,,,Activo,31/12/2010,31/12/2010,,31/12/2010,Inactivo
HIERRONORT,Cliente,HIERRONORT - Factura de crédito Electrónica,Módulo Factura de crédito electrónica,70,,,Activo,31/12/2010,31/12/2010,,31/12/2010,Activo
HIERRONORT,Cliente,HIERRONORT - PalJet ERP,PalJet ERP estándar - Licencia servidor (backend),70,,,Activo,31/12/2010,31/12/2010,,31/12/2010,Activo
QUICK NESS,Cliente,QUICK NESS - Facturación electrónica (CAE),Módulo Facturación electrónica (CAE),26,,,Activo,28/01/2011,28/01/2011,,21/06/2011,
QUICK NESS,Cliente,QUICK NESS - Contabilidad,Módulo Contabilidad,26,,,Activo,28/01/2011,28/01/2011,,21/06/2011,
QUICK NESS,Cliente,QUICK NESS - Empresa adicional,PalJet ERP Empresa adicional,26,,,Activo,28/01/2011,28/01/2011,,21/06/2011,
RODAMIENTOS CURUZÚ,Cliente,RODAMIENTO CURUZÚ - RURAL,Desarrollo personalizado,9,,,Activo,24/11/2022,24/11/2022,,21/06/2023,Activo
REDFLUX,Cliente,REDFLUX - Facturación electrónica,Módulo Facturación electrónica (CAE),27,10,,Inactivo,03/03/2022,23/02/2022,31/08/2025,18/07/2022,Activo
REDFLUX,Cliente,REDFLUX - BBJet BtoB,BBJet BtoB,27,10,,Inactivo,03/03/2022,23/02/2022,31/08/2025,18/07/2022,Activo
REDFLUX,Cliente,REDFLUX - Sincronismo de Base de datos,Sincronismo de Base de datos (actualización de artículos y precios),27,10,,Inactivo,03/03/2022,23/02/2022,31/08/2025,18/07/2022,Activo
REDFLUX,Cliente,REDFLUX - BBJet Mobile,BBJet Mobile Preventa Licencia servidor,27,10,,Inactivo,03/03/2022,23/02/2022,31/08/2025,18/07/2022,Activo
REDFLUX,Cliente,REDFLUX - BBJet Pretium,BBJet Pretium,27,10,,Inactivo,03/03/2022,23/02/2022,31/08/2025,18/07/2022,Activo
REDFLUX,Cliente,REDFLUX - Paljet ERP,PalJet ERP estándar - Licencia servidor (backend),27,10,,Inactivo,03/03/2022,23/02/2022,31/08/2025,18/07/2022,Activo
REDFLUX,Cliente,REDFLUX - Web Service,Web Service PalJet ERP (para integraciones),27,10,,Inactivo,03/03/2022,23/02/2022,31/08/2025,18/07/2022,Activo
RBM MATERIALES,Cliente,RBM MATERIALES - Factura de crédito,Módulo Factura de crédito electrónica,7,,,Activo,12/03/2021,12/03/2021,,02/08/2021,
NATALI PLASTICOS,Cliente,NATALI PLASTICOS - Contabilidad,Módulo Contabilidad,15,6,,Activo,20/07/2021,07/07/2021,,,
NATALI PLASTICOS,Cliente,NATALI PLASTICOS - Logística,Módulo Logística,15,6,,Activo,20/07/2021,07/07/2021,,,
NATALI PLASTICOS,Cliente,NATALI PLASTICOS - Acuerdo de precios,Módulo Acopio por acuerdo de precios,15,6,,Activo,20/07/2021,07/07/2021,,,
